"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2021年11月16日","18,710.0","18,730.0","18,790.0","18,710.0","71.29K","-0.11%"
"2021年11月15日","18,730.0","18,750.0","18,760.0","18,700.0","56.85K","0.70%"
"2021年11月12日","18,600.0","18,570.0","18,630.0","18,550.0","35.70K","0.54%"
"2021年11月11日","18,500.0","18,450.0","18,550.0","18,450.0","72.52K","0.00%"
"2021年11月10日","18,500.0","18,500.0","18,530.0","18,440.0","99.38K","-0.80%"
"2021年11月09日","18,650.0","18,720.0","18,720.0","18,610.0","61.50K","-0.64%"
"2021年11月08日","18,770.0","18,760.0","18,780.0","18,730.0","84.27K","-0.32%"
"2021年11月05日","18,830.0","18,850.0","18,860.0","18,780.0","95.49K","0.64%"
"2021年11月04日","18,710.0","18,700.0","18,720.0","18,690.0","56.49K","2.18%"
"2021年11月02日","18,310.0","18,360.0","18,370.0","18,270.0","58.25K","-0.44%"
"2021年11月01日","18,390.0","18,370.0","18,420.0","18,340.0","101.49K","2.17%"
"2021年10月29日","18,000.0","18,040.0","18,060.0","17,980.0","121.57K","0.22%"
"2021年10月28日","17,960.0","18,000.0","18,020.0","17,950.0","39.97K","-0.17%"
"2021年10月27日","17,990.0","17,990.0","18,010.0","17,930.0","80.54K","0.11%"
"2021年10月26日","17,970.0","17,910.0","18,000.0","17,900.0","59.22K","1.53%"
"2021年10月25日","17,700.0","17,630.0","17,700.0","17,610.0","44.91K","-0.51%"
"2021年10月22日","17,790.0","17,750.0","17,840.0","17,750.0","70.71K","0.57%"
"2021年10月21日","17,690.0","17,780.0","17,800.0","17,680.0","61.15K","-0.95%"
"2021年10月20日","17,860.0","17,890.0","17,900.0","17,830.0","85.14K","0.96%"
"2021年10月19日","17,690.0","17,700.0","17,750.0","17,670.0","59.79K","1.14%"
"2021年10月18日","17,490.0","17,480.0","17,520.0","17,450.0","56.41K","0.06%"
"2021年10月15日","17,480.0","17,400.0","17,480.0","17,330.0","94.37K","2.22%"
"2021年10月14日","17,100.0","17,000.0","17,100.0","16,990.0","85.96K","1.73%"
"2021年10月13日","16,810.0","16,800.0","16,850.0","16,780.0","31.28K","0.00%"
"2021年10月12日","16,810.0","16,870.0","16,900.0","16,780.0","42.83K","-0.47%"
"2021年10月11日","16,890.0","16,750.0","16,900.0","16,740.0","40.57K","0.24%"
"2021年10月08日","16,850.0","16,910.0","16,940.0","16,840.0","67.54K","0.30%"
"2021年10月07日","16,800.0","16,720.0","16,840.0","16,700.0","81.23K","1.76%"
"2021年10月06日","16,510.0","16,550.0","16,600.0","16,470.0","105.20K","0.98%"
"2021年10月05日","16,350.0","16,300.0","16,380.0","16,220.0","116.15K","-1.27%"
"2021年10月04日","16,560.0","16,680.0","16,680.0","16,540.0","113.94K","0.49%"
"2021年10月01日","16,480.0","16,640.0","16,650.0","16,440.0","174.06K","-2.20%"
"2021年09月30日","16,850.0","16,780.0","16,900.0","16,760.0","74.14K","0.30%"
"2021年09月29日","16,800.0","16,740.0","16,820.0","16,710.0","117.08K","-1.98%"
"2021年09月28日","17,140.0","17,080.0","17,140.0","17,020.0","59.06K","-0.75%"
"2021年09月27日","17,270.0","17,210.0","17,280.0","17,190.0","44.12K","0.99%"
"2021年09月24日","17,100.0","17,110.0","17,160.0","17,090.0","59.96K","2.21%"
"2021年09月22日","16,730.0","16,560.0","16,750.0","16,510.0","120.59K","0.06%"
"2021年09月21日","16,720.0","16,640.0","16,760.0","16,640.0","281.14K","-3.24%"
"2021年09月17日","17,280.0","17,180.0","17,280.0","17,180.0","69.79K","0.99%"
"2021年09月16日","17,110.0","17,170.0","17,180.0","17,100.0","77.34K","0.12%"
"2021年09月15日","17,090.0","17,110.0","17,120.0","17,040.0","66.28K","-0.70%"
"2021年09月14日","17,210.0","17,200.0","17,230.0","17,180.0","40.46K","0.00%"
"2021年09月13日","17,210.0","17,220.0","17,240.0","17,150.0","129.09K","-0.69%"
"2021年09月10日","17,330.0","17,290.0","17,350.0","17,260.0","88.37K","0.00%"
"2021年09月09日","17,330.0","17,400.0","17,420.0","17,330.0","50.13K","-0.97%"
"2021年09月08日","17,500.0","17,470.0","17,520.0","17,470.0","44.38K","0.46%"
"2021年09月07日","17,420.0","17,430.0","17,440.0","17,400.0","36.62K","0.00%"
"2021年09月06日","17,420.0","17,380.0","17,420.0","17,370.0","47.51K","0.17%"
"2021年09月03日","17,390.0","17,360.0","17,400.0","17,340.0","58.25K","0.06%"
"2021年09月02日","17,380.0","17,400.0","17,420.0","17,360.0","84.71K","-0.29%"
"2021年09月01日","17,430.0","17,370.0","17,450.0","17,360.0","67.12K","0.17%"
"2021年08月31日","17,400.0","17,350.0","17,410.0","17,330.0","56.43K","1.46%"
"2021年08月30日","17,150.0","17,190.0","17,190.0","17,120.0","84.13K","0.53%"
"2021年08月27日","17,060.0","17,020.0","17,070.0","16,990.0","40.18K","-0.12%"
"2021年08月26日","17,080.0","17,090.0","17,110.0","17,050.0","43.54K","0.12%"
"2021年08月25日","17,060.0","17,060.0","17,080.0","17,040.0","47.19K","0.00%"
"2021年08月24日","17,060.0","17,010.0","17,060.0","17,000.0","70.25K","1.25%"
"2021年08月23日","16,850.0","16,790.0","16,860.0","16,790.0","52.42K","1.69%"
"2021年08月20日","16,570.0","16,570.0","16,630.0","16,520.0","65.07K","0.30%"
"2021年08月19日","16,520.0","16,500.0","16,580.0","16,500.0","64.94K","-0.90%"
"2021年08月18日","16,670.0","16,580.0","16,680.0","16,580.0","53.67K","-0.24%"
"2021年08月17日","16,710.0","16,750.0","16,750.0","16,700.0","50.71K","-0.18%"
"2021年08月16日","16,740.0","16,780.0","16,780.0","16,710.0","34.32K","-0.59%"
"2021年08月13日","16,840.0","16,830.0","16,860.0","16,830.0","28.80K","0.54%"
"2021年08月12日","16,750.0","16,760.0","16,770.0","16,740.0","35.85K","-0.59%"
"2021年08月11日","16,850.0","16,840.0","16,870.0","16,820.0","33.31K","-0.30%"
"2021年08月10日","16,900.0","16,890.0","16,910.0","16,860.0","67.26K","0.24%"
"2021年08月06日","16,860.0","16,840.0","16,880.0","16,840.0","62.27K","0.66%"
"2021年08月05日","16,750.0","16,730.0","16,780.0","16,730.0","69.57K","0.66%"
"2021年08月04日","16,640.0","16,600.0","16,640.0","16,570.0","34.64K","0.48%"
"2021年08月03日","16,560.0","16,560.0","16,580.0","16,530.0","67.05K","-0.84%"
"2021年08月02日","16,700.0","16,660.0","16,710.0","16,650.0","50.36K","1.58%"
"2021年07月30日","16,440.0","16,480.0","16,500.0","16,430.0","120.75K","-1.26%"
"2021年07月29日","16,650.0","16,680.0","16,690.0","16,610.0","29.74K","0.12%"
"2021年07月28日","16,630.0","16,600.0","16,660.0","16,560.0","114.34K","-1.25%"
"2021年07月27日","16,840.0","16,880.0","16,890.0","16,840.0","42.07K","-0.06%"
"2021年07月26日","16,850.0","16,920.0","16,940.0","16,830.0","97.05K","3.00%"
"2021年07月21日","16,360.0","16,420.0","16,420.0","16,340.0","66.77K","0.93%"
"2021年07月20日","16,210.0","16,180.0","16,240.0","16,150.0","143.53K","-0.61%"
"2021年07月19日","16,310.0","16,290.0","16,320.0","16,260.0","114.29K","-0.97%"
"2021年07月16日","16,470.0","16,410.0","16,480.0","16,370.0","96.74K","-0.66%"
"2021年07月15日","16,580.0","16,610.0","16,610.0","16,540.0","42.94K","-0.24%"
"2021年07月14日","16,620.0","16,630.0","16,670.0","16,620.0","60.57K","-0.06%"
"2021年07月13日","16,630.0","16,640.0","16,650.0","16,620.0","50.03K","0.60%"
"2021年07月12日","16,530.0","16,560.0","16,560.0","16,500.0","50.71K","0.98%"
"2021年07月09日","16,370.0","16,330.0","16,400.0","16,290.0","119.94K","-0.79%"
"2021年07月08日","16,500.0","16,600.0","16,610.0","16,500.0","66.59K","-0.36%"
"2021年07月07日","16,560.0","16,540.0","16,580.0","16,510.0","103.63K","0.42%"
"2021年07月06日","16,490.0","16,530.0","16,550.0","16,480.0","93.06K","-0.30%"
"2021年07月05日","16,540.0","16,580.0","16,580.0","16,530.0","66.67K","0.79%"
"2021年07月02日","16,410.0","16,410.0","16,450.0","16,400.0","34.50K","0.12%"
"2021年07月01日","16,390.0","16,390.0","16,400.0","16,360.0","54.41K","0.43%"
"2021年06月30日","16,320.0","16,330.0","16,350.0","16,290.0","95.33K","0.55%"
"2021年06月29日","16,230.0","16,240.0","16,240.0","16,190.0","73.29K","0.81%"
"2021年06月28日","16,100.0","16,120.0","16,120.0","16,070.0","64.39K","-0.19%"
"2021年06月25日","16,130.0","16,120.0","16,140.0","16,100.0","80.51K","0.50%"
"2021年06月24日","16,050.0","16,070.0","16,090.0","16,040.0","34.86K","-0.06%"
"2021年06月23日","16,060.0","16,000.0","16,070.0","15,990.0","109.37K","1.45%"
"2021年06月22日","15,830.0","15,810.0","15,830.0","15,780.0","50.13K","1.60%"
"2021年06月21日","15,580.0","15,660.0","15,680.0","15,550.0","235.67K","-1.64%"
"2021年06月18日","15,840.0","15,850.0","15,860.0","15,810.0","68.36K","1.67%"
"2021年06月17日","15,580.0","15,570.0","15,610.0","15,530.0","58.22K","-0.38%"
"2021年06月16日","15,640.0","15,650.0","15,670.0","15,640.0","128.86K","-0.82%"
"2021年06月15日","15,770.0","15,740.0","15,790.0","15,730.0","65.66K","1.15%"
"2021年06月14日","15,590.0","15,590.0","15,600.0","15,570.0","52.38K","0.71%"
"2021年06月11日","15,480.0","15,470.0","15,500.0","15,460.0","117.13K","0.98%"
"2021年06月10日","15,330.0","15,330.0","15,360.0","15,330.0","21.41K","0.13%"
"2021年06月09日","15,310.0","15,320.0","15,340.0","15,300.0","15.06K","-0.07%"
"2021年06月08日","15,320.0","15,290.0","15,360.0","15,280.0","59.57K","0.59%"
"2021年06月07日","15,230.0","15,290.0","15,300.0","15,230.0","83.48K","0.99%"
"2021年06月04日","15,080.0","15,100.0","15,120.0","15,050.0","72.78K","-0.98%"
"2021年06月03日","15,230.0","15,190.0","15,230.0","15,190.0","19.07K","0.33%"
"2021年06月02日","15,180.0","15,120.0","15,190.0","15,120.0","26.67K","-0.07%"
"2021年06月01日","15,190.0","15,190.0","15,200.0","15,140.0","20.37K","-0.33%"
"2021年05月31日","15,240.0","15,260.0","15,280.0","15,210.0","30.50K","0.00%"
"2021年05月28日","15,240.0","15,250.0","15,280.0","15,230.0","57.80K","0.66%"
"2021年05月27日","15,140.0","15,170.0","15,180.0","15,110.0","60.35K","0.07%"
"2021年05月26日","15,130.0","15,100.0","15,130.0","15,100.0","86.85K","0.20%"
"2021年05月25日","15,100.0","15,060.0","15,110.0","15,020.0","80.09K","1.96%"
"2021年05月24日","14,810.0","14,770.0","14,850.0","14,750.0","80.21K","-0.54%"
"2021年05月21日","14,890.0","14,910.0","14,950.0","14,880.0","71.97K","1.71%"
"2021年05月20日","14,640.0","14,620.0","14,670.0","14,600.0","50.13K","0.76%"
"2021年05月19日","14,530.0","14,540.0","14,620.0","14,510.0","80.68K","-1.89%"
"2021年05月18日","14,810.0","14,760.0","14,820.0","14,750.0","83.21K","0.07%"
"2021年05月17日","14,800.0","14,850.0","14,860.0","14,780.0","131.29K","1.09%"
"2021年05月14日","14,640.0","14,560.0","14,660.0","14,550.0","83.63K","1.24%"
"2021年05月13日","14,460.0","14,470.0","14,530.0","14,450.0","258.76K","-1.09%"
"2021年05月12日","14,620.0","14,720.0","14,740.0","14,560.0","216.81K","-0.27%"
"2021年05月11日","14,660.0","14,730.0","14,740.0","14,560.0","234.90K","-3.17%"
"2021年05月10日","15,140.0","15,130.0","15,170.0","15,110.0","70.84K","0.46%"
"2021年05月07日","15,070.0","15,040.0","15,120.0","15,020.0","44.10K","0.53%"
"2021年05月06日","14,990.0","14,960.0","15,000.0","14,920.0","122.29K","-2.15%"
"2021年04月30日","15,320.0","15,370.0","15,380.0","15,300.0","96.03K","-0.52%"
"2021年04月28日","15,400.0","15,390.0","15,430.0","15,390.0","69.55K","0.00%"
"2021年04月27日","15,400.0","15,390.0","15,420.0","15,370.0","116.93K","1.18%"
"2021年04月26日","15,220.0","15,220.0","15,250.0","15,200.0","71.43K","1.06%"
"2021年04月23日","15,060.0","15,060.0","15,090.0","15,040.0","59.87K","-1.31%"
"2021年04月22日","15,260.0","15,210.0","15,260.0","15,200.0","62.74K","1.53%"
"2021年04月21日","15,030.0","15,080.0","15,080.0","15,000.0","143.03K","-1.57%"
"2021年04月20日","15,270.0","15,260.0","15,300.0","15,230.0","125.80K","-1.10%"
"2021年04月19日","15,440.0","15,410.0","15,480.0","15,400.0","61.14K","0.13%"
"2021年04月16日","15,420.0","15,430.0","15,440.0","15,390.0","55.21K","0.92%"
"2021年04月15日","15,280.0","15,240.0","15,290.0","15,220.0","102.64K","-1.10%"
"2021年04月14日","15,450.0","15,430.0","15,460.0","15,410.0","62.33K","0.78%"
"2021年04月13日","15,330.0","15,340.0","15,370.0","15,320.0","95.89K","0.13%"
"2021年04月12日","15,310.0","15,340.0","15,380.0","15,310.0","79.05K","0.39%"
"2021年04月09日","15,250.0","15,300.0","15,340.0","15,230.0","119.94K","-0.20%"
"2021年04月08日","15,280.0","15,210.0","15,290.0","15,180.0","77.68K","1.06%"
"2021年04月07日","15,120.0","15,150.0","15,160.0","15,080.0","78.78K","-0.33%"
"2021年04月06日","15,170.0","15,220.0","15,230.0","15,170.0","103.09K","1.27%"
"2021年04月05日","14,980.0","15,000.0","15,000.0","14,940.0","80.97K","0.00%"
"2021年04月02日","14,980.0","14,960.0","15,000.0","14,950.0","112.60K","1.49%"
"2021年04月01日","14,760.0","14,730.0","14,760.0","14,700.0","221.89K","1.93%"
"2021年03月31日","14,480.0","14,420.0","14,510.0","14,400.0","109.12K","0.49%"
"2021年03月30日","14,410.0","14,450.0","14,460.0","14,390.0","59.82K","0.98%"
"2021年03月29日","14,270.0","14,380.0","14,390.0","14,210.0","129.97K","0.07%"
"2021年03月26日","14,260.0","14,180.0","14,260.0","14,150.0","44.40K","0.85%"
"2021年03月25日","14,140.0","14,130.0","14,180.0","14,090.0","138.97K","-1.33%"
"2021年03月24日","14,330.0","14,330.0","14,390.0","14,320.0","92.30K","-0.14%"
"2021年03月23日","14,350.0","14,430.0","14,460.0","14,340.0","53.16K","0.77%"
"2021年03月22日","14,240.0","14,210.0","14,270.0","14,160.0","58.90K","0.92%"
"2021年03月19日","14,110.0","14,130.0","14,180.0","14,100.0","96.24K","-3.22%"
"2021年03月18日","14,580.0","14,610.0","14,670.0","14,520.0","74.29K","0.34%"
"2021年03月17日","14,530.0","14,520.0","14,550.0","14,470.0","40.25K","0.00%"
"2021年03月16日","14,530.0","14,450.0","14,540.0","14,430.0","61.59K","1.68%"
"2021年03月15日","14,290.0","14,340.0","14,380.0","14,290.0","107.19K","-0.42%"
"2021年03月12日","14,350.0","14,390.0","14,420.0","14,330.0","97.16K","1.41%"
"2021年03月11日","14,150.0","14,040.0","14,160.0","13,990.0","77.65K","0.64%"
"2021年03月10日","14,060.0","14,070.0","14,110.0","14,020.0","109.43K","2.11%"
"2021年03月09日","13,770.0","13,660.0","13,810.0","13,640.0","157.03K","0.00%"
"2021年03月08日","13,770.0","13,940.0","13,940.0","13,750.0","115.08K","0.51%"
"2021年03月05日","13,700.0","13,570.0","13,700.0","13,460.0","169.69K","0.29%"
"2021年03月04日","13,660.0","13,670.0","13,740.0","13,580.0","178.23K","-4.01%"
"2021年03月03日","14,230.0","14,170.0","14,240.0","14,140.0","51.02K","-0.49%"
"2021年03月02日","14,300.0","14,420.0","14,430.0","14,290.0","86.96K","1.49%"
"2021年03月01日","14,090.0","14,030.0","14,140.0","14,010.0","190.81K","3.15%"
"2021年02月26日","13,660.0","13,790.0","13,810.0","13,620.0","219.23K","-4.54%"
"2021年02月25日","14,310.0","14,300.0","14,320.0","14,260.0","120.00K","2.29%"
"2021年02月24日","13,990.0","14,070.0","14,160.0","13,960.0","321.71K","-3.32%"
"2021年02月22日","14,470.0","14,530.0","14,560.0","14,460.0","81.63K","-0.62%"
"2021年02月19日","14,560.0","14,560.0","14,600.0","14,500.0","101.61K","-0.34%"
"2021年02月18日","14,610.0","14,680.0","14,710.0","14,590.0","87.26K","-0.95%"
"2021年02月17日","14,750.0","14,760.0","14,790.0","14,720.0","51.95K","-0.54%"
"2021年02月16日","14,830.0","14,780.0","14,860.0","14,780.0","65.59K","0.68%"
"2021年02月15日","14,730.0","14,700.0","14,750.0","14,700.0","94.71K","1.10%"
"2021年02月12日","14,570.0","14,550.0","14,580.0","14,540.0","47.19K","0.21%"
"2021年02月10日","14,540.0","14,500.0","14,560.0","14,480.0","61.45K","0.07%"
"2021年02月09日","14,530.0","14,580.0","14,580.0","14,510.0","55.69K","-0.55%"
"2021年02月08日","14,610.0","14,550.0","14,620.0","14,530.0","83.81K","0.48%"
"2021年02月05日","14,540.0","14,490.0","14,550.0","14,450.0","95.21K","2.04%"
"2021年02月04日","14,250.0","14,280.0","14,310.0","14,200.0","109.05K","-1.04%"
"2021年02月03日","14,400.0","14,340.0","14,400.0","14,330.0","103.68K","1.62%"
"2021年02月02日","14,170.0","14,070.0","14,190.0","14,050.0","101.28K","2.98%"
"2021年02月01日","13,760.0","13,560.0","13,760.0","13,550.0","175.34K","0.07%"
"2021年01月29日","13,750.0","13,870.0","13,920.0","13,710.0","117.43K","0.00%"
"2021年01月28日","13,750.0","13,700.0","13,860.0","13,690.0","226.54K","-3.44%"
"2021年01月27日","14,240.0","14,210.0","14,240.0","14,210.0","66.05K","1.14%"
"2021年01月26日","14,080.0","14,140.0","14,150.0","14,050.0","57.31K","-0.42%"
"2021年01月25日","14,140.0","14,090.0","14,150.0","14,070.0","99.39K","1.07%"
"2021年01月22日","13,990.0","14,030.0","14,040.0","13,980.0","64.40K","-0.14%"
"2021年01月21日","14,010.0","13,960.0","14,030.0","13,950.0","122.77K","2.19%"
"2021年01月20日","13,710.0","13,720.0","13,730.0","13,670.0","71.33K","0.81%"
"2021年01月19日","13,600.0","13,470.0","13,640.0","13,470.0","52.55K","1.27%"
"2021年01月18日","13,430.0","13,400.0","13,430.0","13,380.0","41.85K","-0.37%"
"2021年01月15日","13,480.0","13,580.0","13,580.0","13,480.0","37.38K","-1.17%"
"2021年01月14日","13,640.0","13,620.0","13,690.0","13,610.0","51.25K","0.59%"
"2021年01月13日","13,560.0","13,540.0","13,570.0","13,510.0","64.77K","-0.51%"
"2021年01月12日","13,630.0","13,620.0","13,660.0","13,610.0","127.16K","-0.15%"
"2021年01月08日","13,650.0","13,590.0","13,660.0","13,590.0","82.18K","2.71%"
"2021年01月07日","13,290.0","13,230.0","13,310.0","13,200.0","109.84K","1.22%"
"2021年01月06日","13,130.0","13,300.0","13,350.0","13,100.0","89.52K","-0.68%"
"2021年01月05日","13,220.0","13,240.0","13,290.0","13,210.0","105.04K","-1.49%"
"2021年01月04日","13,420.0","13,450.0","13,450.0","13,380.0","75.07K","-0.37%"
