2020/03/16 04:47:24 UTC,,,,,,,,
 Guatemala ,1, ,1, , ,0, ,0.1
 Sudan ,1, ,1, , ,0, ,
 Nepal ,1, , , ,1,0, ,
 Antigua and Barbuda ,1, , , , ,1, ,
 Bahamas ,1, , , , ,1, ,
 Bhutan ,1, , , , ,1, ,
 Cayman Islands ,1, , , , ,1, ,
 CAR ,1, , , , ,1, ,0.2
 Congo ,1, , , , ,1, ,0.2
 Equatorial Guinea ,1, , , , ,1, ,0.7
 Gabon ,1, , , , ,1, ,0.4
 Gibraltar ,1, , , ,1,0, ,
 Guinea ,1, , , , ,1, ,0.1
 Vatican City ,1, , , , ,1, ,
 Mauritania ,1, , , , ,1, ,0.2
 Mayotte ,1, , , , ,1, ,
 Mongolia ,1, , , , ,1, ,0.3
 St. Barth ,1, , , , ,1, ,
 St. Vincent Grenadines ,1, , , , ,1, ,
 Suriname ,1, , , , ,1, ,
 Eswatini ,1, , , , ,1, ,0.9
 Togo ,1, , , , ,1, ,0.1
 U.S. Virgin Islands ,1, , , , ,1, ,
Total:,169610,192,6518,15,77776,85316,5921,21.8
