2020/03/18 06:39:29 UTC,,,,,,,,
 Maldives ,13, , , , ,13, ,24
 Uzbekistan ,13,2, , , ,13, ,0.4
 Bolivia ,12, , , , ,12, ,1
 French Guiana ,11, , , , ,11, ,37
 Bangladesh ,10, , , ,3,7, ,0.06
 Cameroon ,10, , , , ,10, ,0.4
 Monaco ,9, , , , ,9, ,229
 Paraguay ,9, , , , ,9,1,1
 Réunion ,9, , , , ,9, ,10
 Guatemala ,8, ,1, , ,7, ,0.4
 Honduras ,8, , , , ,8, ,0.8
 Rwanda ,8,1, , , ,8, ,0.6
 Guyana ,7, ,1, , ,6, ,9
 Cuba ,7, , , , ,7, ,0.6
 Ghana ,7, , , , ,7, ,0.2
 Trinidad and Tobago ,7,2, , , ,7, ,5
 Channel Islands ,6, , , , ,6, ,35
 Ethiopia ,6, , , , ,6, ,0.05
 Mongolia ,6,1, , , ,6, ,2
 Guam ,5, , , , ,5, ,30
 Puerto Rico ,5, , , , ,5, ,2
 Aruba ,4,1, , , ,4, ,37
 Ivory Coast ,4, , , , ,4, ,0.2
 Kenya ,4, , , , ,4, ,0.07
 Seychelles ,4, , , , ,4, ,41
 Nigeria ,3, , , ,1,2, ,0.01
 Curaçao ,3, , , , ,3, ,18
 DRC ,3, , , , ,3, ,0.03
 French Polynesia ,3, , , , ,3, ,11
 Gabon ,3, , , , ,3, ,1
 Gibraltar ,3, , , ,2,1, ,89
 Kyrgyzstan ,3,3, , , ,3, ,0.5
 Mayotte ,3, , , , ,3, ,11
 St. Barth ,3, , , , ,3, ,304
 Barbados ,2, , , , ,2, ,7
 Liberia ,2, , , , ,2, ,0.4
 Montenegro ,2, , , , ,2, ,3
 Namibia ,2, , , , ,2, ,0.8
 Saint Lucia ,2, , , , ,2, ,11
 Saint Martin ,2, , , , ,2, ,52
 U.S. Virgin Islands ,2, , , , ,2, ,19
 Cayman Islands ,1, ,1, , ,0, ,15
 Sudan ,1, ,1, , ,0, ,0.02
 Nepal ,1, , , ,1,0, ,0.03
 Antigua and Barbuda ,1, , , , ,1, ,10
 Bahamas ,1, , , , ,1, ,3
 Benin ,1, , , , ,1, ,0.08
 Bhutan ,1, , , , ,1, ,1
 CAR ,1, , , , ,1, ,0.2
 Congo ,1, , , , ,1, ,0.2
 Equatorial Guinea ,1, , , , ,1, ,0.7
 Gambia ,1, , , , ,1, ,0.4
 Greenland ,1, , , , ,1, ,18
 Guinea ,1, , , , ,1, ,0.08
 Vatican City ,1, , , , ,1, ,1248
 Mauritania ,1, , , , ,1, ,0.2
 Montserrat ,1,1, , , ,1, ,200
 St. Vincent Grenadines ,1, , , , ,1, ,9
 Somalia ,1, , , , ,1, ,0.06
 Suriname ,1, , , , ,1, ,2
 Eswatini ,1, , , , ,1, ,0.9
 Tanzania ,1, , , , ,1, ,0.02
 Togo ,1, , , , ,1, ,0.1
Total:,198735,514,7989,22,82779,107967,6415,25.5
