Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day)
2020/02/24,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/25,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/26,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/27,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/28,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/29,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/03/01,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/03/02,1.35,0,0.57,0,0.57,0,0.00,0,0.00
2020/03/03,1.78,0,1.57,0,1.00,0,0.00,0,0.00
2020/03/04,2.51,0,3.86,0,2.29,0,0.00,0,0.00
2020/03/05,3.07,4,6.14,4,2.29,0,0.00,0,0.00
2020/03/06,3.73,7,8.86,3,2.71,0,0.00,0,0.00
2020/03/07,4.82,16,12.57,9,3.71,0,0.00,0,0.00
2020/03/08,6.40,16,16.86,0,4.29,0,0.00,0,0.00
2020/03/09,7.91,19,20.57,3,3.71,0,0.00,0,0.00
2020/03/10,9.37,26,24.00,7,3.43,0,0.00,0,0.00
2020/03/11,10.64,30,26.71,4,2.71,0,0.00,0,0.00
2020/03/12,12.41,30,29.86,0,3.14,0,0.00,0,0.00
2020/03/13,13.12,31,32.57,1,2.71,0,0.00,0,0.00
2020/03/14,13.00,35,34.43,4,1.86,0,0.00,0,0.00
2020/03/15,12.81,38,36.00,3,1.57,0,0.00,0,0.00
2020/03/16,11.34,38,38.00,0,2.00,0,0.00,0,0.00
2020/03/17,10.29,39,40.29,1,2.29,0,0.00,0,0.00
2020/03/18,9.13,41,42.14,2,1.86,0,0.00,0,0.00
2020/03/19,8.18,44,44.14,3,2.00,0,0.00,0,0.00
2020/03/20,7.77,47,47.14,3,3.00,0,0.00,0,0.00
2020/03/21,7.37,48,50.00,1,2.86,0,0.00,0,0.00
2020/03/22,6.80,52,52.57,4,2.57,0,0.00,0,0.00
2020/03/23,6.86,59,58.29,7,5.71,0,0.14,0,0.14
2020/03/24,6.71,59,64.57,0,6.29,0,0.29,0,0.14
2020/03/25,6.57,59,71.71,0,7.14,0,0.43,0,0.14
2020/03/26,6.51,84,79.86,25,8.14,1,0.57,1,0.14
2020/03/27,6.39,91,88.00,7,8.14,1,0.71,0,0.14
2020/03/28,6.31,98,96.57,7,8.57,1,0.86,0,0.14
2020/03/29,6.49,109,107.29,11,10.71,1,1.00,0,0.14
2020/03/30,6.81,116,118.29,7,11.00,1,1.00,0,0.00
2020/03/31,7.61,119,133.00,3,14.71,1,1.00,0,0.00
2020/04/01,8.88,134,150.00,15,17.00,1,1.00,0,0.00
2020/04/02,10.79,161,168.29,27,18.29,1,1.00,0,0.00
2020/04/03,13.89,194,188.00,33,19.71,1,1.00,0,0.00
2020/04/04,18.74,217,208.29,23,20.29,1,1.00,0,0.00
2020/04/05,25.68,237,226.71,20,18.43,1,1.00,0,0.00
2020/04/06,34.01,254,241.29,17,14.57,1,1.00,0,0.00
2020/04/07,40.20,261,251.71,7,10.43,1,1.14,0,0.14
2020/04/08,42.36,263,259.00,2,7.29,1,1.29,0,0.14
2020/04/09,40.67,263,263.86,0,4.86,1,1.43,0,0.14
2020/04/10,35.78,267,266.57,4,2.71,2,1.57,1,0.14
2020/04/11,33.65,268,269.86,1,3.29,2,1.71,0,0.14
2020/04/12,32.47,271,273.86,3,4.00,2,1.86,0,0.14
2020/04/13,31.90,273,278.29,2,4.43,2,2.00,0,0.14
2020/04/14,33.19,284,284.00,11,5.71,2,2.00,0,0.00
2020/04/15,35.58,291,290.43,7,6.43,2,2.00,0,0.00
2020/04/16,39.51,294,297.29,3,6.86,2,2.00,0,0.00
2020/04/17,47.67,307,305.29,13,8.00,2,2.00,0,0.00
2020/04/18,55.85,313,311.71,6,6.43,2,2.00,0,0.00
2020/04/19,68.65,319,318.00,6,6.29,2,2.00,0,0.00
2020/04/20,87.70,329,324.00,10,6.00,2,2.00,0,0.00
2020/04/21,104.78,329,328.71,0,4.71,2,2.00,0,0.00
2020/04/22,126.64,335,332.86,6,4.14,2,2.00,0,0.00
2020/04/23,146.87,336,336.14,1,3.29,2,2.00,0,0.00
2020/04/24,135.85,340,338.00,4,1.86,2,2.00,0,0.00
2020/04/25,117.85,342,340.00,2,2.00,2,2.00,0,0.00
2020/04/26,98.24,342,341.29,0,1.29,2,2.00,0,0.00
2020/04/27,83.17,342,342.43,0,1.14,2,2.00,0,0.00
2020/04/28,78.85,343,344.29,1,1.86,2,2.00,0,0.00
2020/04/29,74.02,344,345.86,1,1.57,2,2.00,0,0.00
2020/04/30,69.83,344,347.43,0,1.57,2,2.00,0,0.00
