date,npatients,ndeaths,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Cases /100000Pop.,Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths /100000Pop.,Td7,Rt,CFR
2020-03-28,9,0.000,6.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000
2020-03-29,9,0.000,6.429,0.000,0.429,0.024,0.000,0.000,0.000,0.000,,,0.000
2020-03-30,11,0.000,6.857,2.000,0.429,0.024,0.000,0.000,0.000,0.000,,,0.000
2020-03-31,11,0.000,7.571,0.000,0.714,0.040,0.000,0.000,0.000,0.000,,,0.000
2020-04-01,11,0.000,8.286,0.000,0.714,0.040,0.000,0.000,0.000,0.000,18.900,,0.000
2020-04-02,12,0.000,9.000,1.000,0.714,0.040,0.000,0.000,0.000,0.000,15.032,3.157,0.000
2020-04-03,12,0.000,9.857,0.000,0.857,0.048,0.000,0.000,0.000,0.000,11.967,,0.000
2020-04-04,12,0.000,10.714,0.000,0.857,0.048,0.000,0.000,0.000,0.000,9.774,,0.000
2020-04-05,13,0.000,11.143,1.000,0.429,0.024,0.000,0.000,0.000,0.000,9.498,1.641,0.000
2020-04-06,13,0.000,11.714,0.000,0.571,0.032,0.000,0.000,0.000,0.000,9.994,1.000,0.000
2020-04-07,13,0.000,12.000,0.000,0.286,0.016,0.000,0.000,0.000,0.000,11.118,0.853,0.000
2020-04-08,13,0.000,12.286,0.000,0.286,0.016,0.000,0.000,0.000,0.000,13.100,0.520,0.000
2020-04-09,15,0.000,12.571,2.000,0.286,0.016,0.000,0.000,0.000,0.000,15.591,0.520,0.000
2020-04-10,15,0.000,13.000,0.000,0.429,0.024,0.000,0.000,0.000,0.000,19.948,0.456,0.000
2020-04-11,17,0.000,13.429,2.000,0.429,0.024,0.000,0.000,0.000,0.000,25.092,0.610,0.000
2020-04-12,17,0.000,14.143,0.000,0.714,0.040,0.000,0.000,0.000,0.000,26.004,1.000,0.000
2020-04-13,17,0.000,14.714,0.000,0.571,0.032,0.000,0.000,0.000,0.000,25.754,1.173,0.000
2020-04-14,19,0.000,15.286,2.000,0.571,0.032,0.000,0.000,0.000,0.000,23.795,1.641,0.000
2020-04-15,20,0.000,16.143,1.000,0.857,0.048,0.000,0.000,0.000,0.000,22.208,1.641,0.000
2020-04-16,26,1.000,17.143,6.000,1.000,0.057,0.000,1.000,0.000,0.000,19.404,2.192,0.000
2020-04-17,32,1.000,18.714,6.000,1.571,0.089,0.143,0.000,0.143,0.008,17.540,1.832,0.008
2020-04-18,35,1.000,21.143,3.000,2.429,0.137,0.286,0.000,0.143,0.008,14.619,2.530,0.014
2020-04-19,36,1.000,23.714,1.000,2.571,0.145,0.429,0.000,0.143,0.008,12.067,2.397,0.018
2020-04-20,39,1.000,26.429,3.000,2.714,0.154,0.571,0.000,0.143,0.008,10.166,2.928,0.022
2020-04-21,41,1.000,29.571,2.000,3.143,0.178,0.714,0.000,0.143,0.008,8.862,3.043,0.024
2020-04-22,43,1.000,32.714,2.000,3.143,0.178,0.857,0.000,0.143,0.008,8.015,2.530,0.026
2020-04-23,43,1.000,36.000,0.000,3.286,0.186,1.000,0.000,0.143,0.008,7.508,2.266,0.028
2020-04-24,45,1.000,38.429,2.000,2.429,0.137,1.000,0.000,0.000,0.000,7.416,1.694,0.026
2020-04-25,45,1.000,40.286,0.000,1.857,0.105,1.000,0.000,0.000,0.000,8.121,1.000,0.025
2020-04-26,45,1.000,41.714,0.000,1.429,0.081,1.000,0.000,0.000,0.000,9.156,0.793,0.024
2020-04-27,45,1.000,43.000,0.000,1.286,0.073,1.000,0.000,0.000,0.000,10.631,0.632,0.023
2020-04-28,45,1.000,43.857,0.000,0.857,0.048,1.000,0.000,0.000,0.000,12.960,0.528,0.023
2020-04-29,45,1.000,44.429,0.000,0.571,0.032,1.000,0.000,0.000,0.000,16.553,0.395,0.023
2020-04-30,45,1.000,44.714,0.000,0.286,0.016,1.000,0.000,0.000,0.000,23.065,0.287,0.022
2020-05-01,45,1.000,45.000,0.000,0.286,0.016,1.000,0.000,0.000,0.000,32.028,0.217,0.022
2020-05-02,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,43.844,0.263,0.022
2020-05-03,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,63.995,,0.022
2020-05-04,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,106.726,,0.022
2020-05-05,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,188.612,,0.022
2020-05-06,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,379.666,,0.022
2020-05-07,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,761.766,,0.022
2020-05-08,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-09,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-10,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-11,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-12,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-13,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-14,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-15,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-16,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-17,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-18,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-19,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-20,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-21,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-22,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-23,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-24,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-25,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-26,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-27,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-28,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-29,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-30,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-05-31,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-01,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-02,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-03,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-04,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-05,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-06,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-07,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-08,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-09,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-10,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-11,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-12,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-13,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-14,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-15,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-16,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-17,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-18,45,1.000,45.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-19,46,1.000,45.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-06-20,46,1.000,45.143,0.000,0.143,0.008,1.000,0.000,0.000,0.000,,,0.022
2020-06-21,46,1.000,45.286,0.000,0.143,0.008,1.000,0.000,0.000,0.000,1530.814,,0.022
2020-06-22,46,1.000,45.429,0.000,0.143,0.008,1.000,0.000,0.000,0.000,766.618,,0.022
2020-06-23,46,1.000,45.571,0.000,0.143,0.008,1.000,0.000,0.000,0.000,511.885,,0.022
2020-06-24,46,1.000,45.714,0.000,0.143,0.008,1.000,0.000,0.000,0.000,384.518,,0.022
2020-06-25,46,1.000,45.857,0.000,0.143,0.008,1.000,0.000,0.000,0.000,308.098,,0.022
2020-06-26,46,1.000,46.000,0.000,0.143,0.008,1.000,0.000,0.000,0.000,257.150,,0.022
2020-06-27,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,257.959,1.000,0.022
2020-06-28,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,310.038,,0.022
2020-06-29,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,388.157,,0.022
2020-06-30,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,518.355,,0.022
2020-07-01,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,778.748,,0.022
2020-07-02,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1559.926,,0.022
2020-07-03,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-07-04,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-07-05,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-07-06,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-07-07,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-07-08,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-07-09,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-07-10,46,1.000,46.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-07-11,47,1.000,46.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,,,0.022
2020-07-12,48,1.000,46.143,1.000,0.143,0.008,1.000,0.000,0.000,0.000,,,0.022
2020-07-13,50,1.000,46.429,2.000,0.286,0.016,1.000,0.000,0.000,0.000,1564.779,,0.022
2020-07-14,50,1.000,47.000,0.000,0.571,0.032,1.000,0.000,0.000,0.000,523.207,,0.021
2020-07-15,50,1.000,47.571,0.000,0.571,0.032,1.000,0.000,0.000,0.000,225.611,,0.021
2020-07-16,52,1.000,48.143,2.000,0.571,0.032,1.000,0.000,0.000,0.000,144.445,,0.021
2020-07-17,55,1.000,49.000,3.000,0.857,0.048,1.000,0.000,0.000,0.000,106.565,,0.020
2020-07-18,55,1.000,50.286,0.000,1.286,0.073,1.000,0.000,0.000,0.000,76.798,,0.020
2020-07-19,56,1.000,51.429,1.000,1.143,0.065,1.000,0.000,0.000,0.000,56.433,4.804,0.019
2020-07-20,57,1.000,52.571,1.000,1.143,0.065,1.000,0.000,0.000,0.000,47.439,2.692,0.019
2020-07-21,58,1.000,53.571,1.000,1.000,0.057,1.000,0.000,0.000,0.000,43.312,1.641,0.019
2020-07-22,58,1.000,54.714,0.000,1.143,0.065,1.000,0.000,0.000,0.000,40.848,1.491,0.018
2020-07-23,59,1.000,55.857,1.000,1.143,0.065,1.000,0.000,0.000,0.000,37.921,1.641,0.018
2020-07-24,61,1.000,56.857,2.000,1.000,0.057,1.000,0.000,0.000,0.000,37.045,1.228,0.018
2020-07-25,63,1.000,57.714,2.000,0.857,0.048,1.000,0.000,0.000,0.000,39.505,0.836,0.017
2020-07-26,65,1.000,58.857,2.000,1.143,0.065,1.000,0.000,0.000,0.000,42.078,0.814,0.017
2020-07-27,70,1.000,60.143,5.000,1.286,0.073,1.000,0.000,0.000,0.000,42.961,1.000,0.017
2020-07-28,74,1.000,62.000,4.000,1.857,0.105,1.000,0.000,0.000,0.000,41.934,1.197,0.016
2020-07-29,77,1.000,64.286,3.000,2.286,0.129,1.000,0.000,0.000,0.000,38.813,1.415,0.016
2020-07-30,90,1.000,67.000,13.000,2.714,0.154,1.000,0.000,0.000,0.000,34.524,1.641,0.015
2020-07-31,91,1.000,71.429,1.000,4.429,0.251,1.000,0.000,0.000,0.000,29.558,2.041,0.014
2020-08-01,101,1.000,75.714,10.000,4.286,0.242,1.000,0.000,0.000,0.000,22.759,3.232,0.013
2020-08-02,112,1.000,81.143,11.000,5.429,0.307,1.000,0.000,0.000,0.000,19.265,2.571,0.012
2020-08-03,124,1.000,87.857,12.000,6.714,0.380,1.000,0.000,0.000,0.000,16.201,2.798,0.011
2020-08-04,144,1.000,95.571,20.000,7.714,0.436,1.000,0.000,0.000,0.000,13.920,2.504,0.010
2020-08-05,155,1.000,105.571,11.000,10.000,0.566,1.000,0.000,0.000,0.000,12.236,2.384,0.009
2020-08-06,179,1.000,116.714,24.000,11.143,0.630,1.000,0.000,0.000,0.000,10.671,2.538,0.009
2020-08-07,189,1.000,129.429,10.000,12.714,0.719,1.000,0.000,0.000,0.000,9.881,1.933,0.008
2020-08-08,212,1.000,143.429,23.000,14.000,0.792,1.000,0.000,0.000,0.000,9.050,2.174,0.007
2020-08-09,229,1.000,159.286,17.000,15.857,0.897,1.000,0.000,0.000,0.000,8.518,1.967,0.006
2020-08-10,238,1.000,176.000,9.000,16.714,0.946,1.000,0.000,0.000,0.000,8.155,1.848,0.006
2020-08-11,249,1.000,192.286,11.000,16.286,0.921,1.000,0.000,0.000,0.000,7.946,1.737,0.005
2020-08-12,249,1.000,207.286,0.000,15.000,0.849,1.000,0.000,0.000,0.000,8.092,1.417,0.005
2020-08-13,262,1.000,220.714,13.000,13.429,0.760,1.000,0.000,0.000,0.000,8.448,1.237,0.005
2020-08-14,268,1.000,232.571,6.000,11.857,0.671,1.000,0.000,0.000,0.000,9.091,1.040,0.004
2020-08-15,268,1.000,243.857,0.000,11.286,0.638,1.000,0.000,0.000,0.000,10.038,0.888,0.004
2020-08-16,281,1.000,251.857,13.000,8.000,0.453,1.000,0.000,0.000,0.000,11.393,0.784,0.004
2020-08-17,284,1.000,259.286,3.000,7.429,0.420,1.000,0.000,0.000,0.000,13.539,0.591,0.004
2020-08-18,285,2.000,265.857,1.000,6.571,0.372,1.000,1.000,0.000,0.000,16.230,0.571,0.004
2020-08-19,288,2.000,271.000,3.000,5.143,0.291,1.143,0.000,0.143,0.008,19.497,0.555,0.004
2020-08-20,303,2.000,276.571,15.000,5.571,0.315,1.286,0.000,0.143,0.008,23.640,0.504,0.005
2020-08-21,318,2.000,282.429,15.000,5.857,0.331,1.429,0.000,0.143,0.008,28.002,0.583,0.005
2020-08-22,331,2.000,289.571,13.000,7.143,0.404,1.571,0.000,0.143,0.008,33.042,0.626,0.005
2020-08-23,337,2.000,298.571,6.000,9.000,0.509,1.714,0.000,0.143,0.008,34.772,0.922,0.006
2020-08-24,342,2.000,306.571,5.000,8.000,0.453,1.857,0.000,0.143,0.008,34.392,1.147,0.006
2020-08-25,353,2.000,314.857,11.000,8.286,0.469,2.000,0.000,0.143,0.008,34.051,1.151,0.006
2020-08-26,353,2.000,324.571,0.000,9.714,0.550,2.000,0.000,0.000,0.000,32.347,1.406,0.006
2020-08-27,354,2.000,333.857,1.000,9.286,0.525,2.000,0.000,0.000,0.000,30.318,1.488,0.006
2020-08-28,360,2.000,341.143,6.000,7.286,0.412,2.000,0.000,0.000,0.000,29.004,1.390,0.006
2020-08-29,365,2.000,347.143,5.000,6.000,0.339,2.000,0.000,0.000,0.000,29.604,1.014,0.006
2020-08-30,365,2.000,352.000,0.000,4.857,0.275,2.000,0.000,0.000,0.000,32.191,0.749,0.006
2020-08-31,368,2.000,356.000,3.000,4.000,0.226,2.000,0.000,0.000,0.000,35.114,0.700,0.006
2020-09-01,380,2.000,359.714,12.000,3.714,0.210,2.000,0.000,0.000,0.000,39.508,0.594,0.006
2020-09-02,380,2.000,363.571,0.000,3.857,0.218,2.000,0.000,0.000,0.000,47.197,0.503,0.006
2020-09-03,383,2.000,367.429,3.000,3.857,0.218,2.000,0.000,0.000,0.000,56.907,0.534,0.005
2020-09-04,388,2.000,371.571,5.000,4.143,0.234,2.000,0.000,0.000,0.000,65.367,0.635,0.005
2020-09-05,399,2.000,375.571,11.000,4.000,0.226,2.000,0.000,0.000,0.000,71.348,0.768,0.005
2020-09-06,424,2.000,380.429,25.000,4.857,0.275,2.000,0.000,0.000,0.000,74.857,0.871,0.005
2020-09-07,424,3.000,388.857,0.000,8.429,0.477,2.000,1.000,0.000,0.000,73.108,1.149,0.005
2020-09-08,435,3.000,396.857,11.000,8.000,0.453,2.143,0.000,0.143,0.008,62.284,1.796,0.005
2020-09-09,443,4.000,404.714,8.000,7.857,0.445,2.286,1.000,0.143,0.008,55.388,1.684,0.006
2020-09-10,445,4.000,413.714,2.000,9.000,0.509,2.571,0.000,0.286,0.016,50.201,1.662,0.006
2020-09-11,450,4.000,422.571,5.000,8.857,0.501,2.857,0.000,0.286,0.016,45.163,1.740,0.007
2020-09-12,457,5.000,431.429,7.000,8.857,0.501,3.143,1.000,0.286,0.016,41.150,1.764,0.007
2020-09-13,457,5.000,439.714,0.000,8.286,0.469,3.571,0.000,0.429,0.024,38.568,1.536,0.008
2020-09-14,460,5.000,444.429,3.000,4.714,0.267,4.000,0.000,0.429,0.024,39.475,0.988,0.009
2020-09-15,463,5.000,449.571,3.000,5.143,0.291,4.286,0.000,0.286,0.016,42.858,0.685,0.010
2020-09-16,464,5.000,453.571,1.000,4.000,0.226,4.571,0.000,0.286,0.016,46.160,0.739,0.010
2020-09-17,466,5.000,456.571,2.000,3.000,0.170,4.714,0.000,0.143,0.008,52.753,0.560,0.010
2020-09-18,467,5.000,459.571,1.000,3.000,0.170,4.857,0.000,0.143,0.008,62.699,0.461,0.011
2020-09-19,469,5.000,462.000,2.000,2.429,0.137,5.000,0.000,0.143,0.008,76.782,0.461,0.011
2020-09-20,470,5.000,463.714,1.000,1.714,0.097,5.000,0.000,0.000,0.000,98.140,0.416,0.011
2020-09-21,475,5.000,465.571,5.000,1.857,0.105,5.000,0.000,0.000,0.000,114.221,0.486,0.011
2020-09-22,475,5.000,467.714,0.000,2.143,0.121,5.000,0.000,0.000,0.000,138.745,0.483,0.011
2020-09-23,480,7.000,469.429,5.000,1.714,0.097,5.000,2.000,0.000,0.000,158.022,0.640,0.011
2020-09-24,483,7.000,471.714,3.000,2.286,0.129,5.286,0.000,0.286,0.016,174.716,0.671,0.011
2020-09-25,484,7.000,474.143,1.000,2.429,0.137,5.571,0.000,0.286,0.016,186.051,0.823,0.012
2020-09-26,489,7.000,476.571,5.000,2.429,0.137,5.857,0.000,0.286,0.016,187.021,1.000,0.012
